category,total_count,api_count,crypto_count,des_count,aes_count,rsa_count,hash_count,sha_count,md_count,hmac_count,bpe_count
/opt/workspaceMSR/input-posts/crypto.stackexchange.com,49484,7727,3938,327,1439,1108,1749,122,51,537,66
